,ID,Player Name,Drafting Team,Franchise current name,NBA profile,College / High School,Age at Draft,League before Draft,Draft Year,Pick Number,Position,Height,Weight,Nationality,Continent,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive Selections,Finals MVP Awards,Hall of Fame Inductee,Reason no stats
1918,1919,JJ Hickson,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/201581/,North Carolina State,19.8,College,2008,19,Center-Forward,2.05,110.0,USA,USA,1988-09-04,534.0,307.0,22.3,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,3.0,61.7,6.8,0.8,0.5,0.6,1.4,11.0,7.2,3.5,1.3,2.0,63.6,0.0,0.0,0.0,1.0,1.5,68.8,0.8,0.1,0.0,0.0,0.5,0.0,31.0,28.7,14.8,59.1,0.0,67.7,8.5,1.0,0.7,1.5,2.7,0,0,0,0,0,Incorrect name
1919,1920,Alexis Ajinca,Charlotte Bobcats,Charlotte Hornets,/stats/player/201582/,Hyeres-Toulon Var Basket (France),20.2,International League,2008,20,Center,2.16,109.0,France,Europe,1988-05-06,293.0,76.0,13.3,5.3,2.2,4.4,50.3,0.0,0.1,28.6,0.9,1.1,79.7,3.9,0.5,0.3,0.6,0.8,3.0,3.5,2.7,1.3,1.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,29.0,,4.5,53.5,40.0,56.4,2.8,0.5,0.3,0.9,,0,0,0,0,0,
1920,1921,Ryan Anderson,New Jersey Nets,Brooklyn Nets,/stats/player/201583/,California,20.2,College,2008,21,Forward,2.08,107.0,USA,USA,1988-05-06,649.0,289.0,25.8,12.3,4.2,10.1,42.2,2.0,5.4,38.0,1.8,2.1,85.4,5.3,0.9,0.5,0.3,0.9,46.0,20.3,5.7,2.0,5.5,36.3,1.1,3.3,32.5,0.7,0.8,91.7,3.7,0.7,0.4,0.2,0.7,0.0,33.0,32.8,21.1,49.0,41.0,86.9,9.9,1.4,0.4,0.5,2.2,0,0,0,0,0,
1921,1922,Courtney Lee,Orlando Magic,Orlando Magic,/stats/player/201584/,Western Kentucky,22.8,College,2008,22,Guard,1.96,86.0,USA,USA,1985-10-03,811.0,518.0,27.1,9.6,3.7,8.1,45.1,1.1,2.8,38.8,1.2,1.4,85.3,2.6,1.7,1.0,0.3,0.9,50.0,28.7,9.0,3.4,7.4,45.7,0.7,2.1,34.6,1.5,1.7,89.5,2.1,1.4,0.9,0.2,0.9,0.0,36.0,30.0,20.4,47.7,39.7,82.2,4.9,2.1,1.8,0.8,2.3,0,0,0,0,0,
1922,1923,Kosta Koufos,Utah Jazz,Utah Jazz,/stats/player/201585/,Ohio State,19.4,College,2008,23,Center,2.13,120.0,USA,USA,1989-02-24,686.0,228.0,16.4,5.7,2.6,4.8,53.4,0.0,0.0,0.0,0.6,1.0,58.2,5.0,0.5,0.4,0.7,0.7,37.0,9.0,2.4,1.0,2.2,46.3,0.0,0.0,100.0,0.3,0.4,80.0,2.6,0.2,0.2,0.4,0.3,0.0,37.0,27.1,14.4,50.8,34.9,68.0,6.7,0.5,0.4,1.8,1.5,0,0,0,0,0,
1923,1924,Serge Ibaka,Oklahoma City Thunder,Oklahoma City Thunder,/stats/player/201586/,CB L'Hospitalet (Spain),18.8,International League,2008,24,Forward,2.08,100.0,Republic of the Congo,Africa,1989-09-18,846.0,684.0,28.4,12.5,5.2,10.1,51.4,0.7,1.9,36.0,1.4,1.9,75.9,7.3,0.8,0.4,2.0,1.3,144.0,28.3,11.0,4.5,9.0,50.2,0.7,1.7,39.0,1.4,1.8,78.8,6.6,0.7,0.4,2.0,1.0,0.0,28.0,,11.8,52.8,25.0,64.0,8.3,0.3,0.6,3.1,,0,0,3,0,0,
1924,1925,Nicolas Batum,Houston Rockets,Houston Rockets,/stats/player/201587/,Le Mans Sarthe Basket (France),19.6,International League,2008,25,Forward-Guard,2.03,98.0,France,Europe,1988-12-14,825.0,750.0,31.2,11.4,4.1,9.3,43.6,1.6,4.4,36.0,1.7,2.0,84.1,5.2,3.7,1.0,0.6,1.8,39.0,29.9,10.4,3.8,8.9,42.7,1.5,4.4,33.7,1.2,1.5,80.0,4.5,2.6,0.7,0.3,1.6,0.0,37.0,,12.0,51.1,35.4,74.0,4.8,3.6,1.3,0.7,,0,0,0,0,0,
1925,1926,George Hill,San Antonio Spurs,San Antonio Spurs,/stats/player/201588/,IUPUI,22.2,College,2008,26,Guard,1.88,82.0,USA,USA,1986-05-04,799.0,463.0,27.7,11.1,3.9,8.6,45.8,1.2,3.2,38.4,2.0,2.5,80.4,3.1,3.2,0.9,0.3,1.2,127.0,32.0,12.1,4.0,8.9,45.3,1.3,3.5,37.0,2.7,3.3,80.2,3.2,2.7,0.9,0.2,1.4,0.0,32.0,36.8,21.5,54.5,45.0,81.2,6.8,4.3,1.8,0.4,2.9,0,0,0,0,0,
1926,1927,Darrell Arthur,New Orleans Hornets,New Orleans Pelicans,/stats/player/201589/,Kansas,20.3,College,2008,27,Forward,2.05,104.0,USA,USA,1988-03-25,503.0,106.0,17.8,6.5,2.7,6.2,44.4,0.3,0.9,35.2,0.7,0.9,76.5,3.5,0.8,0.6,0.6,0.8,28.0,13.4,5.4,2.3,4.9,46.4,0.0,0.1,33.3,0.8,0.9,80.8,2.4,0.5,0.3,0.6,0.7,0.0,40.0,24.7,12.8,54.3,16.7,70.2,6.3,0.8,0.5,1.3,1.9,0,0,0,0,0,
1927,1928,Donte Greene,Memphis Grizzlies,Memphis Grizzlies,/stats/player/201590/,Syracuse,20.4,College,2008,28,Forward,2.11,102.0,USA,USA,1988-02-21,253.0,82.0,16.8,6.1,2.3,5.7,40.6,0.7,2.1,30.4,0.8,1.2,70.1,2.4,0.7,0.4,0.5,0.9,0.0,,,,,,,,,,,,,,,,,0.0,35.0,,17.7,41.8,34.5,70.7,7.2,2.0,1.3,1.6,,0,0,0,0,0,
1928,1929,DJ White,Detroit Pistons,Detroit Pistons,/stats/player/201591/,Indiana,21.8,College,2008,29,Forward,2.06,113.0,USA,USA,1986-08-31,138.0,11.0,15.3,5.9,2.5,5.0,50.7,0.0,0.0,33.3,0.8,1.1,72.0,3.2,0.6,0.3,0.4,0.5,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,33.0,,17.4,60.5,33.3,68.9,10.3,0.8,0.8,1.6,,0,0,0,0,0,Incorrect name
1929,1930,J.R. Giddens,Boston Celtics,Boston Celtics,/stats/player/201592/,New Mexico,23.4,College,2008,30,Guard,1.96,91.0,USA,USA,1985-02-13,38.0,1.0,6.5,1.9,0.8,1.7,47.6,0.0,0.3,0.0,0.3,0.6,56.5,1.4,0.3,0.3,0.1,0.5,0.0,,,,,,,,,,,,,,,,,0.0,33.0,,16.3,51.6,33.3,58.6,8.8,3.1,1.4,1.2,,0,0,0,0,0,
1930,1931,Nikola Pekovic,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/201593/,KK Partizan (Serbia),22.5,International League,2008,31,Center,2.08,113.0,Montenegro,Europe,1986-01-03,271.0,194.0,24.9,12.6,4.8,9.4,51.8,0.0,0.0,0.0,2.9,3.8,76.0,6.7,0.7,0.5,0.6,1.5,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,15.2,68.4,,79.7,5.5,0.8,0.9,0.9,,0,0,0,0,0,
1931,1932,Walter Sharpe,Oklahoma City Thunder,Oklahoma City Thunder,/stats/player/201594/,Alabama-Birmingham,22.0,College,2008,32,Forward,2.05,111.0,USA,USA,1986-07-18,8.0,0.0,2.4,1.0,0.5,1.4,36.4,0.0,0.3,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.3,0.0,0.0,,,,,,,,,,,,,,,,,0.0,12.0,,14.2,52.3,0.0,52.3,6.8,1.7,1.2,1.8,,0,0,0,0,0,
1932,1933,Joey Dorsey,Portland Trail Blazers,Portland Trail Blazers,/stats/player/201595/,Memphis,24.6,College,2008,33,Forward,2.05,118.0,USA,USA,1983-12-16,130.0,26.0,11.5,2.6,1.1,2.0,53.4,0.0,0.0,0.0,0.5,1.2,37.5,3.9,0.4,0.5,0.3,0.7,6.0,2.2,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.7,0.3,0.0,0.0,0.2,0.0,38.0,25.2,6.9,64.7,0.0,37.8,9.5,0.5,1.1,1.9,1.1,0,0,0,0,0,
1933,1934,Mario Chalmers,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/201596/,Kansas,22.1,College,2008,34,Guard,1.85,88.0,USA,USA,1986-05-19,646.0,400.0,26.7,8.9,3.0,7.2,41.7,1.2,3.3,35.1,1.7,2.2,79.3,2.5,3.7,1.5,0.2,1.9,99.0,29.0,8.8,3.1,7.2,42.9,1.2,3.3,35.7,1.4,1.9,74.2,2.5,3.2,1.2,0.2,1.7,0.0,39.0,30.0,12.8,51.6,46.8,74.6,3.1,4.3,2.5,0.6,1.9,0,0,0,0,0,
1934,1935,DeAndre Jordan,Los Angeles Clippers,Los Angeles Clippers,/stats/player/201599/,Texas A&M,20.0,College,2008,35,Center,2.13,118.0,USA,USA,1988-07-21,911.0,740.0,27.6,9.4,3.8,5.6,67.2,0.0,0.0,8.3,1.8,3.8,47.4,10.7,1.0,0.6,1.6,1.4,57.0,31.2,9.8,3.5,5.4,66.2,0.0,0.0,0.0,2.7,6.7,40.4,11.3,0.8,0.8,2.0,1.4,1.0,35.0,20.1,7.9,61.7,-0.0,43.7,6.0,0.4,0.2,1.3,1.6,0,3,2,0,0,
1935,1936,Omer Asik,Portland Trail Blazers,Portland Trail Blazers,/stats/player/201600/,Fenerbahce S.K. (Turkey),22.0,International League,2008,36,Center,2.13,100.0,Turkey,Asia,1986-07-04,471.0,262.0,19.6,5.3,2.0,3.8,52.8,0.0,0.0,0.0,1.2,2.3,55.1,7.1,0.6,0.4,0.7,1.2,37.0,19.6,4.1,1.4,2.9,48.6,0.0,0.0,0.0,1.2,2.3,54.8,5.5,0.6,0.4,0.9,1.2,0.0,10.0,,15.0,56.7,66.7,50.0,11.3,1.8,2.6,2.2,,0,0,0,0,0,
1936,1937,Luc Mbah a Moute,Milwaukee Bucks,Milwaukee Bucks,/stats/player/201601/,California-Los Angeles,21.8,College,2008,37,Forward,2.00,104.0,Cameroon,Africa,1986-09-09,689.0,453.0,23.3,6.4,2.4,5.4,45.4,0.3,0.9,33.4,1.2,1.8,65.9,4.1,0.9,0.9,0.4,0.9,32.0,23.9,5.8,2.1,4.9,41.8,0.3,1.2,21.6,1.4,2.1,66.7,3.7,0.7,0.7,0.3,0.7,0.0,33.0,29.0,8.8,47.8,20.0,68.9,6.0,1.5,1.0,0.5,1.9,0,0,0,0,0,
1937,1938,Kyle Weaver,Charlotte Bobcats,Charlotte Hornets,/stats/player/201602/,Washington State,22.4,College,2008,38,Guard,1.96,93.0,USA,USA,1986-02-18,73.0,19.0,18.9,5.0,1.8,4.2,44.1,0.6,1.6,35.3,0.7,1.0,73.6,2.2,1.6,0.8,0.5,1.1,1.0,12.0,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,35.0,,12.2,46.3,36.4,73.3,5.3,4.3,1.7,0.7,,0,0,0,0,0,
1938,1939,Sonny Weems,Chicago Bulls,Chicago Bulls,/stats/player/201603/,Arkansas,22.0,College,2008,39,Guard,1.98,91.0,USA,USA,1986-07-08,183.0,47.0,18.2,6.5,2.8,6.0,46.5,0.2,0.7,28.3,0.7,1.0,70.2,2.2,1.4,0.5,0.2,1.1,0.0,,,,,,,,,,,,,,,,,0.0,36.0,,15.6,46.9,33.9,69.7,4.4,2.1,0.6,0.7,,0,0,0,0,0,
1939,1940,Chris Douglas-Roberts,New Jersey Nets,Brooklyn Nets,/stats/player/201604/,Memphis,21.5,College,2008,40,Guard,1.98,91.0,USA,USA,1987-01-08,222.0,61.0,19.7,7.1,2.6,5.9,43.9,0.4,1.1,32.9,1.5,1.8,83.1,2.1,1.1,0.6,0.2,0.9,4.0,17.4,9.5,2.8,4.0,68.8,1.0,2.0,50.0,3.0,3.5,85.7,2.0,0.5,0.0,0.0,1.0,0.0,40.0,28.7,18.1,54.1,41.3,71.2,4.1,1.8,1.2,0.5,2.1,0,0,0,0,0,
1940,1941,Nathan Jawai,Indiana Pacers,Indiana Pacers,/stats/player/201605/,Cairns Taipans (Australia),21.7,International League,2008,41,Forward,2.08,129.0,Australia,Oceania,1986-10-10,45.0,2.0,9.6,2.8,1.1,2.6,43.5,0.0,0.0,0.0,0.6,0.8,68.4,2.4,0.5,0.2,0.2,0.6,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,17.7,57.5,,64.5,9.6,2.0,0.4,1.0,,0,0,0,0,0,
1941,1942,Sean Singletary,Sacramento Kings,Sacramento Kings,/stats/player/201606/,Virginia,22.8,College,2008,42,Guard,1.83,84.0,USA,USA,1985-09-06,37.0,2.0,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.9,0.8,0.3,0.0,0.6,0.0,,,,,,,,,,,,,,,,,0.0,33.0,,19.8,42.6,36.7,85.1,3.8,6.1,1.8,0.0,,0,0,0,0,0,
1942,1943,Patrick Ewing,Sacramento Kings,Sacramento Kings,/stats/player/201607/,Georgetown,24.1,College,2008,43,Forward,2.03,109.0,USA,USA,1984-05-20,7.0,0.0,2.7,0.4,0.0,0.7,0.0,0.0,0.3,0.0,0.4,0.6,75.0,0.3,0.3,0.0,0.1,0.1,2.0,1.0,1.5,0.5,0.5,100.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,6.1,52.9,28.3,65.8,4.2,1.8,1.0,0.7,,0,0,0,0,0,
1943,1944,Ante Tomic,Utah Jazz,Utah Jazz,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3741:ante-tomic&catid=202&Itemid=342,KK Zagreb (Croatia),21.4,International League,2008,44,Forward,2.16,107.0,Croatia,Europe,1987-02-17,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,,60.7,50.0,73.5,7.2,1.7,1.2,0.6,,0,0,0,0,0,
1944,1945,Goran Dragic,San Antonio Spurs,San Antonio Spurs,/stats/player/201609/,KK Olimpija (Slovenia),22.2,International League,2008,45,Guard,1.93,82.0,Slovenia,Europe,1986-05-06,841.0,519.0,28.0,14.0,5.1,11.0,46.4,1.2,3.4,36.4,2.5,3.3,76.6,3.1,4.8,1.0,0.2,2.3,52.0,27.3,14.8,5.5,12.5,44.4,1.4,4.1,34.6,2.3,3.0,76.4,3.5,3.6,0.6,0.1,1.9,1.0,28.0,,12.0,61.0,47.1,72.5,3.5,3.1,1.7,0.3,,0,1,0,0,0,
1945,1946,Trent Plaisted,Oklahoma City Thunder,Oklahoma City Thunder,/stats/player/201610/,Brigham Young,21.7,College,2008,46,Center,2.11,111.0,USA,USA,1986-10-20,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,35.0,,15.6,54.2,,54.2,7.7,1.5,0.4,1.0,,0,0,0,0,0,
1946,1947,Henry Walker,Washington Wizards,Washington Wizards,/stats/player/201611/,Kansas State,20.7,College,2008,47,Forward,1.98,102.0,USA,USA,1987-10-09,181.0,35.0,16.7,6.0,2.1,4.8,44.6,1.0,2.8,36.9,0.6,0.9,76.0,2.2,0.8,0.5,0.1,0.8,8.0,12.4,3.1,1.1,4.0,28.1,0.4,1.4,27.3,0.5,0.6,80.0,1.6,0.5,0.9,0.0,1.1,0.0,31.0,27.3,16.1,46.5,30.7,73.7,6.3,1.9,0.9,0.5,2.6,0,0,0,0,0,Incorrect name
1947,1948,Malik Hairston,Phoenix Suns,Phoenix Suns,/stats/player/201612/,Oregon,21.4,College,2008,48,Guard,1.98,100.0,USA,USA,1987-02-23,62.0,0.0,7.6,2.4,1.0,2.0,51.2,0.0,0.2,16.7,0.3,0.6,51.4,1.2,0.5,0.2,0.3,0.4,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,16.3,52.5,43.3,73.2,4.8,2.1,0.6,0.8,,0,0,0,0,0,
1948,1949,Richard Hendrix,Golden State Warriors,Golden State Warriors,/stats/player/201613/,Alabama,21.6,College,2008,49,Forward,2.03,113.0,USA,USA,1986-11-15,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,32.0,,,59.8,28.6,53.7,10.1,1.6,1.3,2.0,,0,0,0,0,0,
1949,1950,DeVon Hardin,Oklahoma City Thunder,Oklahoma City Thunder,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3740:devon-hardin&catid=202&Itemid=342,California,21.8,College,2008,50,Forward,2.11,113.0,USA,USA,1986-09-07,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,9.3,55.4,,63.6,7.4,0.7,0.6,1.2,,0,0,0,0,0,
1950,1951,Blake Griffin,Los Angeles Clippers,Los Angeles Clippers,/stats/player/201933/,Oklahoma,20.3,College,2009,1,Forward,2.05,111.0,USA,USA,1989-03-16,642.0,642.0,34.7,21.4,8.0,16.1,49.5,0.7,2.1,33.1,4.7,6.8,69.5,8.7,4.4,0.9,0.5,2.6,53.0,35.3,21.2,8.2,16.7,49.0,0.2,0.7,36.1,4.6,6.3,73.0,8.5,4.0,1.1,0.9,2.5,5.0,35.0,33.3,22.7,65.4,37.5,59.0,14.4,2.3,1.1,1.2,3.3,0,5,0,0,0,
1951,1952,Hasheem Thabeet,Memphis Grizzlies,Memphis Grizzlies,/stats/player/201934/,Connecticut,22.4,College,2009,2,Center,2.21,120.0,Tanzania,Africa,1987-02-16,224.0,20.0,10.5,2.2,0.8,1.4,56.7,0.0,0.0,0.0,0.5,0.9,57.8,2.7,0.1,0.3,0.8,0.5,6.0,5.5,0.3,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.3,0.0,36.0,31.8,13.6,64.0,-0.0,62.7,10.8,0.5,0.6,4.2,1.9,0,0,0,0,0,
1952,1953,James Harden,Oklahoma City Thunder,Oklahoma City Thunder,/stats/player/201935/,Arizona State,19.9,College,2009,3,Guard,1.96,100.0,USA,USA,1989-08-26,865.0,652.0,34.4,25.2,7.4,16.7,44.5,2.8,7.7,36.5,7.5,8.7,85.8,5.4,6.5,1.6,0.5,3.7,128.0,35.3,23.5,7.0,16.6,42.5,2.5,7.5,33.0,6.9,8.0,86.5,5.4,5.8,1.7,0.5,3.5,9.0,35.0,35.8,20.1,48.9,35.6,75.6,5.6,4.2,1.7,0.3,3.4,1,7,0,0,0,
1953,1954,Tyreke Evans,Sacramento Kings,Sacramento Kings,/stats/player/201936/,Memphis,19.8,College,2009,4,Guard,1.96,88.0,USA,USA,1989-09-19,594.0,426.0,30.7,15.7,5.9,13.4,44.0,0.8,2.6,32.3,3.1,4.1,75.7,4.6,4.8,1.2,0.4,2.5,8.0,26.2,12.6,4.4,11.4,38.5,1.6,3.9,41.9,2.3,3.9,58.1,4.6,2.9,1.0,0.3,1.5,0.0,37.0,29.0,17.1,45.5,27.4,71.1,5.4,3.9,2.1,0.8,3.6,0,0,0,0,0,
1954,1955,Ricky Rubio,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/201937/,Joventut Badalona (Spain),18.7,International League,2009,5,Guard,1.93,79.0,Spain,Europe,1990-10-21,598.0,562.0,30.6,11.1,3.6,9.2,39.1,0.9,2.6,32.7,3.0,3.6,84.1,4.2,7.7,1.8,0.1,2.7,11.0,31.7,14.6,5.1,13.2,38.6,1.3,4.7,26.9,3.2,3.9,81.4,5.5,7.7,1.8,0.4,3.0,0.0,22.0,,10.0,40.1,43.4,80.6,2.6,6.1,2.2,0.1,,0,0,0,0,0,
1955,1956,Jonny Flynn,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/201938/,Syracuse,20.4,College,2009,6,Guard,1.83,84.0,USA,USA,1989-02-06,163.0,90.0,22.9,9.2,3.4,8.5,40.0,0.7,2.1,33.8,1.7,2.2,80.9,1.9,3.9,0.7,0.0,2.3,0.0,,,,,,,,,,,,,,,,,0.0,38.0,,17.4,46.0,31.7,78.6,2.7,6.7,1.4,0.2,,0,0,0,0,0,
1956,1957,Stephen Curry,Golden State Warriors,Golden State Warriors,/stats/player/201939/,Davidson,21.3,College,2009,7,Guard,1.85,82.0,USA,USA,1988-03-14,735.0,729.0,34.3,23.8,8.2,17.2,47.6,3.6,8.4,43.3,3.7,4.1,90.7,4.6,6.6,1.7,0.2,3.1,112.0,37.8,26.5,8.7,19.4,45.0,4.2,10.5,40.1,4.8,5.3,90.6,5.4,6.3,1.6,0.3,3.5,7.0,34.0,33.7,28.6,45.4,38.7,87.6,4.4,5.6,2.5,0.2,3.7,2,6,0,0,0,
1957,1958,Jordan Hill,New York Knicks,New York Knicks,/stats/player/201941/,Arizona,21.9,College,2009,8,Center-Forward,2.08,102.0,USA,USA,1987-07-27,409.0,120.0,18.8,7.9,3.3,6.7,49.7,0.0,0.1,13.6,1.3,1.8,69.9,5.8,0.8,0.4,0.7,1.0,20.0,13.2,3.4,1.4,3.3,42.4,0.0,0.0,0.0,0.6,0.8,68.8,4.7,0.2,0.2,0.5,0.4,0.0,34.0,35.7,18.3,53.7,-0.0,65.4,11.0,1.5,0.9,1.7,2.9,0,0,0,0,0,
1958,1959,DeMar DeRozan,Toronto Raptors,Toronto Raptors,/stats/player/201942/,Southern California,19.9,College,2009,9,Forward-Guard,1.98,95.0,USA,USA,1989-08-07,850.0,838.0,34.1,20.1,7.2,15.7,45.9,0.4,1.5,28.4,5.3,6.3,83.1,4.4,3.7,1.0,0.3,2.0,58.0,37.3,21.9,7.8,18.8,41.8,0.4,1.8,23.3,5.8,6.8,85.1,4.6,3.6,1.1,0.2,2.3,4.0,35.0,33.4,13.9,52.3,16.7,64.6,5.7,1.5,0.9,0.4,2.1,0,2,0,0,0,
1959,1960,Brandon Jennings,Milwaukee Bucks,Milwaukee Bucks,/stats/player/201943/,Pallacanestro Virtus Roma (Italy),19.8,International League,2009,10,Guard,1.85,75.0,USA,USA,1989-09-23,555.0,429.0,30.3,14.1,5.0,12.8,38.7,1.6,4.8,34.5,2.5,3.1,79.6,3.0,5.7,1.2,0.2,2.2,25.0,22.6,8.9,3.2,8.6,37.2,0.8,3.4,23.8,1.7,2.2,79.6,2.0,2.6,0.8,0.2,1.1,0.0,27.0,,5.5,47.9,20.7,64.5,1.6,2.3,1.5,0.0,,0,0,0,0,0,
1960,1961,Terrence Williams,New Jersey Nets,Brooklyn Nets,/stats/player/201944/,Louisville,22.0,College,2009,11,Forward-Guard,1.98,95.0,USA,USA,1987-06-28,153.0,9.0,19.1,7.1,2.9,6.9,41.2,0.4,1.2,31.7,1.0,1.5,65.9,3.6,2.4,0.5,0.1,1.5,5.0,9.6,1.0,0.4,2.0,20.0,0.0,0.6,0.0,0.2,0.4,50.0,2.0,1.2,0.0,0.2,0.8,0.0,37.0,,12.5,43.1,38.5,58.1,8.6,5.0,2.3,0.8,,0,0,0,0,0,
1961,1962,Gerald Henderson,Charlotte Bobcats,Charlotte Hornets,/stats/player/201945/,Duke,21.6,College,2009,12,Guard,1.98,93.0,USA,USA,1987-12-09,535.0,333.0,25.9,11.2,4.2,9.6,44.0,0.5,1.4,32.7,2.3,2.9,79.3,3.2,1.9,0.7,0.3,1.2,15.0,23.5,7.7,2.9,7.9,37.0,0.5,1.9,25.0,1.3,1.9,69.0,3.4,1.7,0.7,0.3,0.7,0.0,37.0,29.7,16.5,45.0,33.6,76.1,4.9,2.5,1.2,0.8,2.2,0,0,0,0,0,
1962,1963,Tyler Hansbrough,Indiana Pacers,Indiana Pacers,/stats/player/201946/,North Carolina,23.7,College,2009,13,Forward,2.05,111.0,USA,USA,1985-11-03,428.0,50.0,16.9,6.7,2.2,5.0,43.9,0.0,0.1,13.6,2.3,3.1,73.8,4.2,0.4,0.5,0.2,0.7,44.0,14.8,4.4,1.5,4.1,36.1,0.0,0.0,0.0,1.5,2.1,68.8,3.1,0.5,0.4,0.1,0.8,0.0,34.0,30.3,20.7,51.4,39.1,84.1,8.1,1.0,1.2,0.4,1.9,0,0,0,0,0,
1963,1964,Earl Clark,Phoenix Suns,Phoenix Suns,/stats/player/201947/,Louisville,21.5,College,2009,14,Forward,2.03,100.0,USA,USA,1988-01-17,261.0,54.0,13.9,4.4,1.7,4.3,40.3,0.3,1.0,32.8,0.6,0.9,66.4,3.0,0.5,0.3,0.5,0.7,15.0,13.4,3.1,1.3,3.5,35.8,0.1,0.5,28.6,0.4,0.6,66.7,3.5,0.3,0.4,0.5,0.8,0.0,37.0,34.3,14.2,45.7,32.6,64.7,8.7,3.2,1.0,1.4,3.2,0,0,0,0,0,
1964,1965,Austin Daye,Detroit Pistons,Detroit Pistons,/stats/player/201948/,Gonzaga,21.1,College,2009,15,Forward,2.08,91.0,USA,USA,1988-06-05,293.0,29.0,14.1,5.2,1.9,4.8,40.2,0.6,1.8,35.1,0.7,0.9,77.8,2.6,0.7,0.4,0.4,0.7,5.0,5.2,1.4,0.6,2.0,30.0,0.0,0.2,0.0,0.2,0.2,100.0,0.4,0.0,0.0,0.2,0.2,0.0,34.0,26.3,12.7,47.7,42.9,70.6,6.8,1.1,0.7,2.1,2.1,0,0,0,0,0,
1965,1966,James Johnson,Chicago Bulls,Chicago Bulls,/stats/player/201949/,Wake Forest,22.4,College,2009,16,Forward,2.03,107.0,USA,USA,1987-02-20,663.0,221.0,20.5,7.9,3.1,6.5,47.6,0.5,1.7,30.7,1.2,1.7,69.0,3.6,2.1,0.8,0.9,1.4,24.0,13.2,4.8,1.8,3.8,46.7,0.5,1.2,46.4,0.8,1.4,54.5,2.3,1.3,0.4,0.3,0.8,0.0,31.0,30.5,15.0,54.2,31.9,69.7,8.5,2.0,1.4,1.5,2.4,0,0,0,0,0,
1966,1967,Jrue Holiday,Philadelphia 76ers,Philadelphia 76ers,/stats/player/201950/,California-Los Angeles,19.1,College,2009,17,Guard,1.93,93.0,USA,USA,1990-06-12,740.0,664.0,33.2,15.8,6.3,13.8,45.4,1.3,3.7,35.5,2.0,2.6,77.7,3.9,6.3,1.5,0.5,2.7,30.0,36.2,17.0,6.4,14.2,45.3,1.6,4.1,38.7,2.5,3.1,80.6,4.5,5.5,1.4,0.5,2.2,1.0,35.0,27.1,8.5,45.0,30.7,72.6,3.8,3.7,1.6,0.5,2.1,0,0,2,0,0,
1967,1968,Ty Lawson,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/201951/,North Carolina,21.7,College,2009,18,Guard,1.80,87.0,USA,USA,1987-11-03,551.0,345.0,29.2,12.7,4.5,9.8,46.0,0.9,2.4,35.9,2.7,3.6,77.0,2.7,6.0,1.2,0.1,2.1,36.0,25.9,12.0,4.4,9.7,45.8,0.8,2.3,33.3,2.3,2.9,79.2,2.3,4.2,0.9,0.1,1.2,0.0,35.0,29.9,16.6,53.2,47.2,79.8,3.0,6.6,2.1,0.1,1.9,0,0,0,0,0,
