ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
1883,Marcus Williams,San Antonio Spurs,/stats/player/201173/,Arizona,2007,33,| Guard,USA,"Nov 18, 1986",13,0,3.0,1.1,0.5,1.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.1,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,16.8,49.6,29.5,68.7,6.9,2.2,1.1,0.8,NaN,0,0,0,0,0,(20.7m),(93kg),College,
1884,Nick Fazekas,Dallas Mavericks,/stats/player/201174/,Nevada-Reno,2007,34,| Forward,USA,"Jun 17, 1985",26,0,10.3,4.1,1.8,3.2,56.1,0.0,0.1,0.0,0.6,0.8,68.2,3.4,0.4,0.3,0.4,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,20.4,56.8,43.1,84.8,11.1,1.8,0.8,1.5,NaN,0,0,0,0,0,(2.11m),(109kg),College,
1885,Glen Davis,Seattle SuperSonics,/stats/player/201175/,Louisiana State,2007,35,| Forward-Center,USA,"Jan 01, 1986",514,121,21.1,8.0,3.1,7.0,44.7,0.0,0.1,18.2,1.7,2.4,70.0,4.4,0.9,0.7,0.3,1.0,96,18.9,6.9,2.7,5.7,47.2,0.0,0.1,0.0,1.6,2.2,71.6,3.7,0.7,0.6,0.4,0.9,0,29,35.0,17.7,48.4,34.7,71.3,10.4,2.3,1.0,1.0,2.8,0,0,0,0,0,(2.05m),(134kg),College,
1886,Jermareo Davidson,Golden State Warriors,/stats/player/201176/,Alabama,2007,36,| Forward,USA,"Nov 15, 1984",52,2,8.3,3.1,1.3,3.1,42.5,0.0,0.0,0.0,0.5,0.9,57.8,1.8,0.3,0.2,0.3,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,14.0,40.7,25.0,77.5,8.2,1.5,0.8,2.3,NaN,0,0,0,0,0,(2.08m),(104kg),College,
1887,Josh McRoberts,Portland Trail Blazers,/stats/player/201177/,Duke,2007,37,Power Forward,USA,"Feb 28, 1987",433,179,19.1,5.4,2.1,4.6,46.3,0.5,1.3,34.0,0.7,1.0,70.5,3.9,2.1,0.5,0.4,0.9,25,15.3,4.4,1.6,3.8,42.1,0.3,1.0,30.8,0.9,1.1,85.2,3.0,1.2,0.5,0.3,0.7,0,33,35.3,13.0,50.2,21.7,66.4,7.9,3.5,1.2,2.5,2.4,0,0,0,0,0,(2.08m),(109kg),College,
1888,Kyrylo Fesenko,Philadelphia 76ers,/stats/player/201178/,Cherkaski Mavpy (Ukraine),2007,38,| Center,Ukraine,"Dec 24, 1986",135,7,8.2,2.3,0.9,1.9,49.6,0.0,0.0,0.0,0.4,1.0,41.0,2.0,0.3,0.1,0.4,0.5,10,18.1,3.3,1.3,3.0,43.3,0.0,0.0,0.0,0.7,2.1,33.3,3.9,1.2,0.0,0.5,1.4,0,24,NaN,7.9,54.3,00.0,56.7,6.6,0.5,0.5,1.5,NaN,0,0,0,0,0,(2.13m),(107kg),International League,
1889,Stanko Barac,Miami Heat,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3126:stanko-barac&catid=106&Itemid=342,HKK Siroki (Bosnia and Herzegovina),2007,39,Center,Croatian,8/13/1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,13.0,51.4,35.9,67.3,7.1,1.4,0.7,1.8,NaN,0,0,0,0,0,(2.16m),(107kg),International League,
1890,Sun Sun,Los Angeles Lakers,/stats/player/201180/,Beijing Olympians (China),2007,40,| Guard,China,"Nov 06, 1985",10,0,2.8,0.6,0.3,1.1,27.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
1891,Chris Richard,Minnesota Timberwolves,/stats/player/201181/,Florida,2007,41,| Forward,USA,"Dec 25, 1984",70,3,11.1,1.9,0.8,1.7,48.3,0.0,0.0,0.0,0.3,0.5,60.5,2.8,0.4,0.3,0.2,0.5,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,40,NaN,6.2,69.0,---,62.7,3.7,0.4,0.3,0.3,NaN,0,0,0,0,0,(2.05m),(116kg),College,
1892,Derrick Byars,Portland Trail Blazers,/stats/player/201182/,Vanderbilt,2007,42,| Guard-Forward,USA,"Apr 25, 1984",2,0,18.4,5.0,1.5,5.5,27.3,0.0,3.0,0.0,2.0,2.0,100,5.5,0.5,1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,34,NaN,17.0,45.7,37.3,71.1,4.9,3.4,1.4,0.1,NaN,0,0,0,0,0,(2.00m),(104kg),College,
1893,Adam Haluska,New Orleans Hornets,/stats/player/201183/,Iowa,2007,43,Shooting Guard,,"Nov 16, 1983",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,20.5,40.8,36.3,87.0,4.6,2.6,1.4,0.3,NaN,0,0,0,0,0,(1.96m),(95kg),College,
1894,Reyshawn Terry,Orlando Magic,/stats/player/201184/,North Carolina,2007,44,Small Forward,,"Apr 07, 1984",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,38,NaN,9.7,49.4,43.7,73.9,5.4,1.7,0.7,0.6,NaN,0,0,0,0,0,(2.05m),(105kg),College,
1895,Jared Jordan,Los Angeles Clippers,/stats/player/201185/,Marist,2007,45,Point Guard,,"Oct 14, 1984",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,17.2,42.5,29.8,69.0,5.9,8.7,1.4,0.1,NaN,0,0,0,0,0,(1.88m),(86kg),College,
1896,Stephane Lasme,Golden State Warriors,/stats/player/201186/,Massachusetts,2007,46,| Forward,Gabon,"Dec 17, 1982",16,4,19.0,5.2,2.0,4.4,45.1,0.0,0.0,0.0,1.2,2.0,59.4,3.3,0.2,0.8,1.4,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,13.5,61.1,---,62.2,9.5,0.8,0.9,5.1,NaN,0,0,0,0,0,(2.03m),(98kg),College,
1897,Dominic McGuire,Washington Wizards,/stats/player/201187/,Fresno State,2007,47,Small Forward,USA,"Oct 20, 1985",342,84,15.6,2.7,1.1,2.7,41.9,0.0,0.0,18.8,0.5,0.7,65.8,3.4,1.2,0.5,0.5,0.7,3,5.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,1.0,0.3,0.3,0.3,0.0,0,31,NaN,13.5,46.5,29.2,58.4,9.8,3.0,0.9,3.5,NaN,0,0,0,0,0,(2.03m),(95kg),College,
1898,Marc Gasol,Los Angeles Lakers,/stats/player/201188/,CB Sant Josep (Spain),2007,48,| Center,Spain,"Jan 29, 1985",874,859,32.5,14.2,5.3,11.0,48.0,0.5,1.3,35.5,3.2,4.1,77.7,7.5,3.4,0.9,1.4,2.0,94,35.2,13.9,4.9,11.0,44.2,0.5,1.4,34.3,3.6,4.5,80.8,7.7,3.3,0.8,1.4,1.5,3,33,NaN,10.8,61.2,45.4,65.1,5.5,1.2,0.9,0.9,NaN,1 All-Defensive Team,2 All-NBA,0,0,0,(2.16m),(123kg),International League,
1899,Aaron Gray,Chicago Bulls,/stats/player/201189/,Pittsburgh,2007,49,| Center,USA,"Dec 07, 1984",318,87,12.1,3.4,1.4,2.7,50.9,0.0,0.0,0.0,0.6,1.0,56.2,3.7,0.7,0.3,0.3,0.8,8,12.0,2.6,1.1,1.9,60.0,0.0,0.0,0.0,0.4,1.0,37.5,2.8,0.3,0.3,0.3,0.8,0,36,NaN,13.9,56.5,---,54.8,9.5,1.7,0.4,1.7,NaN,0,0,0,0,0,(2.13m),(123kg),College,
1900,Renaldas Seibutis,Dallas Mavericks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3119:renaldas-seibutis&catid=106&Itemid=342,Maroussi B.C. (Greece),2007,50,Shooting Guard,Lithuanian,7/23/1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,13.5,52.9,47.2,75.3,2.0,1.5,0.8,0.1,NaN,0,0,0,0,0,(1.98m),(82kg),International League,
1901,Derrick Rose,Chicago Bulls,/stats/player/201565/,Memphis,2008,1,| Guard,USA,"Oct 04, 1988",621,507,32.2,18.6,7.2,15.9,45.5,0.8,2.6,30.7,3.3,3.9,82.7,3.4,5.5,0.8,0.3,2.6,46,38.8,22.7,8.6,20.3,42.3,1.3,4.2,31.1,4.2,5.0,83.8,4.5,6.6,1.0,0.5,3.4,3,40,29.2,14.9,47.7,33.7,71.2,4.5,4.7,1.2,0.4,2.7,1 All-NBA,1 NBA Most Valuable Player,0,0,0,(1.93m),(88kg),College,
1902,Michael Beasley,Miami Heat,/stats/player/201563/,Kansas State,2008,2,Power Forward,USA,"Jan 09, 1989",609,238,22.8,12.4,5.1,10.9,46.5,0.5,1.4,34.9,1.8,2.4,75.9,4.7,1.3,0.6,0.5,1.7,25,18.6,8.7,3.6,8.5,42.3,0.4,1.0,38.5,1.1,1.6,67.5,4.6,0.6,0.3,0.3,1.4,0,33,31.5,26.2,53.2,37.9,77.4,12.4,1.2,1.3,1.6,2.9,0,0,0,0,0,(2.05m),(107kg),College,
1903,O.J. Mayo,Minnesota Timberwolves,/stats/player/201564/,Southern California,2008,3,| Guard,USA,"Nov 05, 1987",547,325,30.9,13.8,5.1,12.0,42.9,1.6,4.2,37.3,2.0,2.5,82.0,3.1,2.9,1.0,0.3,2.1,26,26.2,10.1,3.3,9.6,34.8,1.3,3.5,35.9,2.2,2.6,82.4,3.3,2.5,1.0,0.2,1.7,0,33,36.8,20.7,44.2,40.9,80.3,4.5,3.3,1.5,0.4,3.5,0,0,0,0,0,(1.93m),(95kg),College,
1904,Russell Westbrook,Oklahoma City Thunder,/stats/player/201566/,California-Los Angeles,2008,4,| Guard,USA,"Nov 12, 1988",907,890,34.6,23.2,8.2,18.8,43.7,1.1,3.7,30.4,5.6,7.1,79.3,7.1,8.4,1.7,0.3,4.1,106,37.6,24.8,8.7,21.1,41.1,1.4,4.7,29.8,6.1,7.3,82.9,7.0,7.7,1.8,0.3,4.0,9,39,33.8,12.7,46.5,33.8,71.3,3.9,4.3,1.6,0.2,2.5,9 All-NBA,1 NBA Most Valuable Player,0,0,0,(1.90m),(86kg),College,
1905,Kevin Love,Memphis Grizzlies,/stats/player/201567/,California-Los Angeles,2008,5,| Forward-Center,USA,"Sep 07, 1988",716,633,31.9,18.2,6.0,13.5,44.2,1.7,4.6,37.0,4.5,5.4,82.8,11.1,2.4,0.7,0.4,2.0,63,31.1,15.3,5.0,12.3,40.3,2.2,5.5,40.4,3.2,3.7,85.4,9.7,1.8,0.7,0.5,1.7,3,39,29.6,17.5,55.9,35.4,76.7,10.6,1.9,0.7,1.4,2.0,2 All-NBA,0,0,0,0,(2.05m),(118kg),College,
1906,Danilo Gallinari,New York Knicks,/stats/player/201568/,Olimpia Milano (Italy),2008,6,| Forward,Italy,"Aug 08, 1988",636,543,30.6,16.0,4.8,11.4,42.6,2.0,5.2,38.1,4.3,5.0,87.4,4.8,2.0,0.8,0.4,1.3,25,31.3,15.1,5.0,13.1,37.8,1.4,4.7,30.5,3.8,4.3,87.0,5.1,2.0,0.9,0.2,1.7,0,41,NaN,17.6,47.3,40.5,85.0,5.9,1.4,1.9,0.4,NaN,0,0,0,0,0,(2.05m),(95kg),International League,
1907,Eric Gordon,Los Angeles Clippers,/stats/player/201569/,Indiana,2008,7,| Guard,USA,"Dec 25, 1988",692,524,32.6,16.6,5.6,13.3,42.5,2.3,6.4,36.8,3.0,3.7,81.2,2.5,2.8,0.9,0.3,2.0,55,34.0,16.0,5.5,13.3,41.3,2.7,7.6,36.0,2.3,2.8,83.7,2.9,2.1,0.7,0.6,1.8,0,32,34.7,20.9,43.3,33.7,83.4,3.3,2.4,1.3,0.6,3.6,0,0,0,0,0,(1.93m),(98kg),College,
1908,Joe Alexander,Milwaukee Bucks,/stats/player/201570/,West Virginia,2008,8,| Forward,USA,"Dec 26, 1986",67,0,11.1,4.2,1.5,3.7,41.0,0.2,0.7,34.0,0.9,1.3,69.8,1.8,0.7,0.2,0.4,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,36,31.6,16.9,46.2,26.8,81.4,6.4,2.4,0.7,1.5,2.2,0,0,0,0,0,(2.03m),(104kg),College,
1909,D.J. Augustin,Charlotte Bobcats,/stats/player/201571/,Texas,2008,9,| Guard,USA,"Nov 10, 1987",899,326,23.9,9.7,3.2,7.7,41.1,1.3,3.4,37.9,2.1,2.5,86.6,1.9,4.0,0.6,0.0,1.5,38,21.0,8.2,2.4,6.5,36.8,1.2,3.1,39.0,2.2,2.5,87.4,1.2,2.4,0.4,0.1,1.1,0,38,37.3,19.2,43.9,38.1,78.3,2.9,5.8,1.2,0.0,2.8,0,0,0,0,0,(1.80m),(82kg),College,
1910,Brook Lopez,New Jersey Nets,/stats/player/201572/,Stanford,2008,10,| Center,USA,"Apr 01, 1988",822,784,30.4,16.6,6.3,12.8,49.3,0.7,2.1,34.1,3.2,4.0,79.4,6.3,1.5,0.6,1.8,1.7,38,33.2,15.8,5.9,12.1,48.7,1.2,3.4,34.1,2.9,3.5,83.5,6.4,1.1,0.7,2.0,1.2,1,27,30.8,19.3,46.8,00.0,78.9,8.2,1.4,0.6,2.1,2.1,1 All-Defensive Team,0,0,0,0,(2.13m),(118kg),College,
1911,Jerryd Bayless,Indiana Pacers,/stats/player/201573/,Arizona,2008,11,| Guard,USA,"Aug 20, 1988",586,99,21.3,8.4,2.9,7.1,41.1,0.9,2.4,36.1,1.7,2.0,81.8,2.1,2.9,0.6,0.1,1.4,30,20.6,8.8,3.0,8.1,37.4,0.9,2.7,31.7,1.9,2.3,81.4,2.1,2.4,0.4,0.3,1.0,0,30,35.7,19.7,45.8,40.7,83.9,2.7,4.0,1.0,0.1,3.0,0,0,0,0,0,(1.90m),(91kg),College,
1912,Jason Thompson,Sacramento Kings,/stats/player/201574/,Rider,2008,12,| Forward-Center,USA,"Jul 21, 1986",588,412,25.2,8.9,3.6,7.2,49.6,0.0,0.1,14.3,1.7,2.5,65.7,6.6,1.1,0.5,0.7,1.3,10,5.5,0.8,0.4,0.9,44.4,0.0,0.1,0.0,0.0,0.3,0.0,1.1,0.1,0.0,0.1,0.1,0,34,34.6,20.4,56.0,32.4,58.1,12.1,2.7,1.1,2.7,2.9,0,0,0,0,0,(2.11m),(113kg),College,
1913,Brandon Rush,Portland Trail Blazers,/stats/player/201575/,Kansas,2008,13,| Guard-Forward,USA,"Jul 07, 1985",481,163,22.0,6.8,2.5,5.9,42.6,1.1,2.7,40.2,0.6,0.8,70.6,2.9,1.0,0.5,0.5,0.8,22,7.8,1.9,0.7,1.8,41.0,0.4,0.8,44.4,0.1,0.2,50.0,1.5,0.3,0.1,0.1,0.1,0,38,29.7,13.3,43.5,41.9,77.9,5.1,2.1,0.8,0.8,1.8,0,0,0,0,0,(1.96m),(95kg),College,
1914,Anthony Randolph,Golden State Warriors,/stats/player/201576/,Louisiana State,2008,14,Power Forward,USA,"Jul 15, 1989",252,43,15.2,7.1,2.7,5.9,45.3,0.1,0.3,24.1,1.6,2.2,74.0,4.3,0.7,0.6,0.9,1.2,5,6.0,5.2,1.8,2.2,81.8,0.0,0.0,0.0,1.6,2.2,72.7,1.2,0.0,0.4,0.0,0.4,0,31,NaN,15.6,46.4,10.5,69.3,8.5,1.2,1.1,2.3,NaN,0,0,0,0,0,(2.11m),(91kg),College,
1915,Robin Lopez,Phoenix Suns,/stats/player/201577/,Stanford,2008,15,| Center,USA,"Apr 01, 1988",868,594,22.3,8.8,3.6,6.9,53.0,0.1,0.2,29.4,1.4,1.9,74.7,5.0,0.8,0.2,1.1,1.1,31,24.8,8.5,3.5,6.3,55.7,0.0,0.0,0.0,1.6,2.0,80.3,6.3,0.5,0.4,1.0,0.9,0,36,24.5,10.2,53.4,100,65.2,5.7,0.6,0.5,2.3,1.8,0,0,0,0,0,(2.13m),(116kg),College,
1916,Marreese Speights,Philadelphia 76ers,/stats/player/201578/,Florida,2008,16,| Forward-Center,USA,"Aug 04, 1987",705,78,15.1,7.9,3.1,6.7,45.9,0.3,0.9,35.6,1.4,1.8,79.7,4.1,0.7,0.3,0.5,0.9,60,9.7,5.3,2.0,4.9,41.0,0.4,1.1,39.7,0.9,1.4,67.1,2.5,0.4,0.2,0.4,0.6,0,36,24.3,14.5,62.4,---,69.2,8.1,0.9,0.4,1.4,1.7,0,0,0,0,0,(2.08m),(111kg),College,
1917,Roy Hibbert,Toronto Raptors,/stats/player/201579/,Georgetown,2008,17,| Center,USA,"Dec 11, 1986",662,586,24.8,10.0,4.0,8.5,46.5,0.0,0.0,25.0,2.1,2.7,75.5,6.3,1.3,0.4,1.7,1.6,54,31.6,12.6,4.8,9.8,48.6,0.0,0.0,50.0,3.0,3.9,76.5,8.3,1.1,0.2,2.0,1.9,2,34,26.3,13.4,60.9,1.000,64.6,6.4,1.9,0.5,2.2,1.7,1 All-Defensive Team,0,0,0,0,(2.18m),(126kg),College,
1918,JaVale McGee,Washington Wizards,/stats/player/201580/,Nevada-Reno,2008,18,| Center-Forward,USA,"Jan 19, 1988",729,318,17.2,7.9,3.4,5.9,57.1,0.0,0.1,19.6,1.1,1.9,59.3,5.1,0.4,0.4,1.5,1.0,58,12.9,5.6,2.4,4.0,61.2,0.0,0.1,0.0,0.7,1.4,54.4,4.1,0.3,0.3,1.1,0.7,0,33,27.3,14.1,52.9,33.3,52.5,7.3,0.6,0.8,2.8,2.4,0,0,0,0,0,(2.11m),(107kg),College,
1919,JJ Hickson,Cleveland Cavaliers,/stats/player/201581/,North Carolina State,2008,19,| Center-Forward,USA,"Sep 04, 1988",534,307,22.3,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,3.0,61.7,6.8,0.8,0.5,0.6,1.4,11,7.2,3.5,1.3,2.0,63.6,0.0,0.0,0.0,1.0,1.5,68.8,0.8,0.1,0.0,0.0,0.5,0,31,28.7,14.8,59.1,0.0,67.7,8.5,1.0,0.7,1.5,2.7,0,0,0,0,0,,,,
1920,Alexis Ajinca,Charlotte Bobcats,/stats/player/201582/,Hyeres-Toulon Var Basket (France),2008,20,| Center,France,"May 06, 1988",293,76,13.3,5.3,2.2,4.4,50.3,0.0,0.1,28.6,0.9,1.1,79.7,3.9,0.5,0.3,0.6,0.8,3,3.5,2.7,1.3,1.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0,29,NaN,4.5,53.5,40.0,56.4,2.8,0.5,0.3,0.9,NaN,0,0,0,0,0,(2.16m),(109kg),International League,
1921,Ryan Anderson,New Jersey Nets,/stats/player/201583/,California,2008,21,Power Forward,USA,"May 06, 1988",649,289,25.8,12.3,4.2,10.1,42.2,2.0,5.4,38.0,1.8,2.1,85.4,5.3,0.9,0.5,0.3,0.9,46,20.3,5.7,2.0,5.5,36.3,1.1,3.3,32.5,0.7,0.8,91.7,3.7,0.7,0.4,0.2,0.7,0,33,32.8,21.1,49.0,41.0,86.9,9.9,1.4,0.4,0.5,2.2,0,0,0,0,0,(2.08m),(107kg),College,
1922,Courtney Lee,Orlando Magic,/stats/player/201584/,Western Kentucky,2008,22,| Guard,USA,"Oct 03, 1985",811,518,27.1,9.6,3.7,8.1,45.1,1.1,2.8,38.8,1.2,1.4,85.3,2.6,1.7,1.0,0.3,0.9,50,28.7,9.0,3.4,7.4,45.7,0.7,2.1,34.6,1.5,1.7,89.5,2.1,1.4,0.9,0.2,0.9,0,36,30.0,20.4,47.7,39.7,82.2,4.9,2.1,1.8,0.8,2.3,0,0,0,0,0,(1.96m),(86kg),College,
1923,Kosta Koufos,Utah Jazz,/stats/player/201585/,Ohio State,2008,23,| Center,USA,"Feb 24, 1989",686,228,16.4,5.7,2.6,4.8,53.4,0.0,0.0,0.0,0.6,1.0,58.2,5.0,0.5,0.4,0.7,0.7,37,9.0,2.4,1.0,2.2,46.3,0.0,0.0,100,0.3,0.4,80.0,2.6,0.2,0.2,0.4,0.3,0,37,27.1,14.4,50.8,34.9,68.0,6.7,0.5,0.4,1.8,1.5,0,0,0,0,0,(2.13m),(120kg),College,
1924,Serge Ibaka,Oklahoma City Thunder,/stats/player/201586/,CB L'Hospitalet (Spain),2008,24,| Forward,Republic of the Congo,"Sep 18, 1989",846,684,28.4,12.5,5.2,10.1,51.4,0.7,1.9,36.0,1.4,1.9,75.9,7.3,0.8,0.4,2.0,1.3,144,28.3,11.0,4.5,9.0,50.2,0.7,1.7,39.0,1.4,1.8,78.8,6.6,0.7,0.4,2.0,1.0,0,28,NaN,11.8,52.8,25.0,64.0,8.3,0.3,0.6,3.1,NaN,3 All-Defensive Team,0,0,0,0,(2.08m),(100kg),International League,
1925,Nicolas Batum,Houston Rockets,/stats/player/201587/,Le Mans Sarthe Basket (France),2008,25,| Guard-Forward,France,"Dec 14, 1988",825,750,31.2,11.4,4.1,9.3,43.6,1.6,4.4,36.0,1.7,2.0,84.1,5.2,3.7,1.0,0.6,1.8,39,29.9,10.4,3.8,8.9,42.7,1.5,4.4,33.7,1.2,1.5,80.0,4.5,2.6,0.7,0.3,1.6,0,37,NaN,12.0,51.1,35.4,74.0,4.8,3.6,1.3,0.7,NaN,0,0,0,0,0,(2.03m),(98kg),International League,
1926,George Hill,San Antonio Spurs,/stats/player/201588/,IUPUI,2008,26,| Guard,USA,"May 04, 1986",799,463,27.7,11.1,3.9,8.6,45.8,1.2,3.2,38.4,2.0,2.5,80.4,3.1,3.2,0.9,0.3,1.2,127,32.0,12.1,4.0,8.9,45.3,1.3,3.5,37.0,2.7,3.3,80.2,3.2,2.7,0.9,0.2,1.4,0,32,36.8,21.5,54.5,45.0,81.2,6.8,4.3,1.8,0.4,2.9,0,0,0,0,0,(1.88m),(82kg),College,
1927,Darrell Arthur,New Orleans Hornets,/stats/player/201589/,Kansas,2008,27,| Forward,USA,"Mar 25, 1988",503,106,17.8,6.5,2.7,6.2,44.4,0.3,0.9,35.2,0.7,0.9,76.5,3.5,0.8,0.6,0.6,0.8,28,13.4,5.4,2.3,4.9,46.4,0.0,0.1,33.3,0.8,0.9,80.8,2.4,0.5,0.3,0.6,0.7,0,40,24.7,12.8,54.3,16.7,70.2,6.3,0.8,0.5,1.3,1.9,0,0,0,0,0,(2.05m),(104kg),College,
1928,Donte Greene,Memphis Grizzlies,/stats/player/201590/,Syracuse,2008,28,| Forward,USA,"Feb 21, 1988",253,82,16.8,6.1,2.3,5.7,40.6,0.7,2.1,30.4,0.8,1.2,70.1,2.4,0.7,0.4,0.5,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35,NaN,17.7,41.8,34.5,70.7,7.2,2.0,1.3,1.6,NaN,0,0,0,0,0,(2.11m),(102kg),College,
1929,DJ White,Detroit Pistons,/stats/player/201591/,Indiana,2008,29,| Forward,USA,"Aug 31, 1986",138,11,15.3,5.9,2.5,5.0,50.7,0.0,0.0,33.3,0.8,1.1,72.0,3.2,0.6,0.3,0.4,0.5,1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
1930,J.R. Giddens,Boston Celtics,/stats/player/201592/,New Mexico,2008,30,| Guard,USA,"Feb 13, 1985",38,1,6.5,1.9,0.8,1.7,47.6,0.0,0.3,0.0,0.3,0.6,56.5,1.4,0.3,0.3,0.1,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,16.3,51.6,33.3,58.6,8.8,3.1,1.4,1.2,NaN,0,0,0,0,0,(1.96m),(91kg),College,
1931,Nikola Pekovic,Minnesota Timberwolves,/stats/player/201593/,KK Partizan (Serbia),2008,31,| Center,Montenegro,"Jan 03, 1986",271,194,24.9,12.6,4.8,9.4,51.8,0.0,0.0,0.0,2.9,3.8,76.0,6.7,0.7,0.5,0.6,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,15.2,68.4,---,79.7,5.5,0.8,0.9,0.9,NaN,0,0,0,0,0, (2.08m,(113kg),International League,
1932,Walter Sharpe,Oklahoma City Thunder,/stats/player/201594/,Alabama-Birmingham,2008,32,| Forward,USA,"Jul 18, 1986",8,0,2.4,1.0,0.5,1.4,36.4,0.0,0.3,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.3,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,NaN,14.2,52.3,00.0,52.3,6.8,1.7,1.2,1.8,NaN,0,0,0,0,0,(2.05m),(111kg),College,
